name;number of persons;number of locations;number of organisations;number of named entities;number of words;relative number of Persons;relative number of locations;relative number of organisations
2980_7.txt;1;0;0;1;157;0.01;0.0;0.0
9495_8.txt;10;1;0;11;424;0.02;0.0;0.0
7698_10.txt;13;0;0;13;212;0.06;0.0;0.0
4515_10.txt;2;0;0;2;168;0.01;0.0;0.0
2437_10.txt;0;0;2;2;206;0.0;0.0;0.01
5235_8.txt;0;2;0;2;165;0.0;0.01;0.0
3533_10.txt;20;4;4;28;225;0.09;0.02;0.02
3175_8.txt;0;0;0;0;161;0.0;0.0;0.0
9036_10.txt;0;0;0;0;61;0.0;0.0;0.0
5416_9.txt;1;0;0;1;319;0.0;0.0;0.0
528_9.txt;13;9;5;27;554;0.02;0.02;0.01
6761_9.txt;5;1;0;6;126;0.04;0.01;0.0
3334_9.txt;5;0;0;5;153;0.03;0.0;0.0
9819_10.txt;2;1;0;3;155;0.01;0.01;0.0
2629_9.txt;0;0;0;0;143;0.0;0.0;0.0
2621_8.txt;3;3;1;7;129;0.02;0.02;0.01
10864_8.txt;2;5;0;7;454;0.0;0.01;0.0
9276_10.txt;0;4;3;7;187;0.0;0.02;0.02
1751_8.txt;10;0;0;10;325;0.03;0.0;0.0
3932_8.txt;12;4;3;19;308;0.04;0.01;0.01
7787_10.txt;9;2;0;11;168;0.05;0.01;0.0
8233_8.txt;1;0;0;1;163;0.01;0.0;0.0
11822_10.txt;11;0;3;14;255;0.04;0.0;0.01
8353_10.txt;0;0;1;1;216;0.0;0.0;0.0
1935_10.txt;2;0;0;2;156;0.01;0.0;0.0
304_10.txt;2;0;0;2;200;0.01;0.0;0.0
3506_10.txt;13;8;0;21;258;0.05;0.03;0.0
10104_10.txt;28;2;0;30;293;0.1;0.01;0.0
10175_10.txt;6;0;0;6;191;0.03;0.0;0.0
2290_10.txt;9;0;0;9;262;0.03;0.0;0.0
10266_9.txt;0;0;0;0;143;0.0;0.0;0.0
2607_9.txt;8;0;0;8;142;0.06;0.0;0.0
1042_10.txt;36;0;3;39;365;0.1;0.0;0.01
2658_10.txt;6;0;1;7;147;0.04;0.0;0.01
9164_10.txt;17;3;1;21;454;0.04;0.01;0.0
7287_7.txt;10;1;1;12;606;0.02;0.0;0.0
2973_9.txt;7;2;0;9;137;0.05;0.01;0.0
4320_8.txt;9;0;0;9;335;0.03;0.0;0.0
11829_10.txt;9;0;0;9;300;0.03;0.0;0.0
8038_7.txt;5;1;0;6;167;0.03;0.01;0.0
10062_10.txt;5;3;0;8;107;0.05;0.03;0.0
780_7.txt;2;0;2;4;49;0.04;0.0;0.04
6784_8.txt;35;6;1;42;474;0.07;0.01;0.0
10595_10.txt;12;20;10;42;1096;0.01;0.02;0.01
7209_8.txt;4;1;2;7;338;0.01;0.0;0.01
597_7.txt;48;38;2;88;1094;0.04;0.03;0.0
11957_8.txt;18;0;0;18;165;0.11;0.0;0.0
540_8.txt;3;0;0;3;182;0.02;0.0;0.0
1190_7.txt;33;0;9;42;737;0.04;0.0;0.01
6960_7.txt;0;0;0;0;170;0.0;0.0;0.0
9126_9.txt;5;0;0;5;87;0.06;0.0;0.0
10714_8.txt;5;8;2;15;615;0.01;0.01;0.0
7380_9.txt;3;0;0;3;76;0.04;0.0;0.0
7340_8.txt;2;0;1;3;263;0.01;0.0;0.0
11424_8.txt;10;7;0;17;498;0.02;0.01;0.0
11082_10.txt;0;1;1;2;101;0.0;0.01;0.01
3304_10.txt;15;0;0;15;262;0.06;0.0;0.0
4652_9.txt;0;1;0;1;137;0.0;0.01;0.0
305_8.txt;16;3;0;19;151;0.11;0.02;0.0
2108_10.txt;11;0;0;11;300;0.04;0.0;0.0
3226_10.txt;2;1;0;3;267;0.01;0.0;0.0
8955_8.txt;32;2;0;34;315;0.1;0.01;0.0
3206_8.txt;1;0;0;1;66;0.02;0.0;0.0
3115_8.txt;26;2;4;32;541;0.05;0.0;0.01
10582_10.txt;12;1;0;13;215;0.06;0.0;0.0
3465_9.txt;17;0;1;18;356;0.05;0.0;0.0
3522_8.txt;13;0;0;13;447;0.03;0.0;0.0
3781_7.txt;26;0;0;26;298;0.09;0.0;0.0
8864_10.txt;28;3;7;38;630;0.04;0.0;0.01
3164_10.txt;2;0;0;2;144;0.01;0.0;0.0
8231_10.txt;15;1;0;16;303;0.05;0.0;0.0
10415_7.txt;12;0;0;12;264;0.05;0.0;0.0
9649_9.txt;0;0;0;0;134;0.0;0.0;0.0
3991_7.txt;9;0;0;9;324;0.03;0.0;0.0
10516_7.txt;53;6;2;61;961;0.06;0.01;0.0
8365_8.txt;24;1;5;30;760;0.03;0.0;0.01
8506_8.txt;0;0;0;0;160;0.0;0.0;0.0
2725_8.txt;20;1;0;21;266;0.08;0.0;0.0
12449_8.txt;2;0;0;2;168;0.01;0.0;0.0
1119_10.txt;46;9;2;57;980;0.05;0.01;0.0
9279_7.txt;13;3;1;17;230;0.06;0.01;0.0
5655_7.txt;2;0;0;2;203;0.01;0.0;0.0
12459_10.txt;0;0;0;0;199;0.0;0.0;0.0
6281_8.txt;6;0;4;10;234;0.03;0.0;0.02
8568_7.txt;2;0;1;3;192;0.01;0.0;0.01
2983_7.txt;2;4;0;6;104;0.02;0.04;0.0
3811_9.txt;1;0;4;5;230;0.0;0.0;0.02
2594_9.txt;2;1;0;3;90;0.02;0.01;0.0
1774_10.txt;21;1;2;24;307;0.07;0.0;0.01
11893_10.txt;1;0;2;3;171;0.01;0.0;0.01
8298_7.txt;10;0;0;10;105;0.1;0.0;0.0
6330_10.txt;6;0;0;6;451;0.01;0.0;0.0
11907_7.txt;6;0;0;6;144;0.04;0.0;0.0
1960_7.txt;15;4;0;19;402;0.04;0.01;0.0
5228_8.txt;0;0;0;0;161;0.0;0.0;0.0
6826_9.txt;27;7;1;35;848;0.03;0.01;0.0
1966_10.txt;0;0;0;0;155;0.0;0.0;0.0
1051_9.txt;0;2;2;4;201;0.0;0.01;0.01
12470_10.txt;1;0;0;1;128;0.01;0.0;0.0
4841_7.txt;12;0;1;13;207;0.06;0.0;0.0
2970_10.txt;3;0;0;3;163;0.02;0.0;0.0
3800_7.txt;0;0;0;0;248;0.0;0.0;0.0
3478_8.txt;4;2;0;6;199;0.02;0.01;0.0
4016_10.txt;8;2;0;10;167;0.05;0.01;0.0
1479_8.txt;87;1;4;92;500;0.17;0.0;0.01
1940_10.txt;2;0;0;2;159;0.01;0.0;0.0
8908_10.txt;2;0;0;2;193;0.01;0.0;0.0
4508_7.txt;1;1;7;9;256;0.0;0.0;0.03
2030_9.txt;31;1;0;32;488;0.06;0.0;0.0
805_9.txt;7;0;4;11;282;0.02;0.0;0.01
7653_10.txt;3;0;0;3;59;0.05;0.0;0.0
11507_10.txt;11;4;0;15;220;0.05;0.02;0.0
2991_7.txt;0;2;0;2;59;0.0;0.03;0.0
5293_8.txt;4;5;0;9;152;0.03;0.03;0.0
2351_10.txt;1;0;0;1;209;0.0;0.0;0.0
278_9.txt;3;2;0;5;153;0.02;0.01;0.0
214_7.txt;21;0;0;21;280;0.07;0.0;0.0
5841_7.txt;3;0;0;3;147;0.02;0.0;0.0
11895_8.txt;7;0;0;7;140;0.05;0.0;0.0
4021_7.txt;2;2;0;4;168;0.01;0.01;0.0
6030_10.txt;25;4;6;35;1176;0.02;0.0;0.01
6473_8.txt;27;1;1;29;888;0.03;0.0;0.0
4931_8.txt;17;2;0;19;195;0.09;0.01;0.0
25_7.txt;4;0;1;5;198;0.02;0.0;0.01
7350_8.txt;0;0;0;0;316;0.0;0.0;0.0
10789_10.txt;0;0;0;0;146;0.0;0.0;0.0
4930_7.txt;8;0;0;8;256;0.03;0.0;0.0
9616_8.txt;20;0;0;20;335;0.06;0.0;0.0
10679_10.txt;19;0;0;19;288;0.07;0.0;0.0
8213_9.txt;3;0;0;3;215;0.01;0.0;0.0
7157_7.txt;0;0;0;0;154;0.0;0.0;0.0
4404_9.txt;10;6;2;18;598;0.02;0.01;0.0
10726_7.txt;9;1;1;11;193;0.05;0.01;0.01
10828_10.txt;0;0;0;0;37;0.0;0.0;0.0
10118_7.txt;1;5;0;6;158;0.01;0.03;0.0
1556_8.txt;0;0;0;0;150;0.0;0.0;0.0
5461_7.txt;21;2;2;25;391;0.05;0.01;0.01
10051_10.txt;0;0;0;0;181;0.0;0.0;0.0
4936_8.txt;23;4;4;31;723;0.03;0.01;0.01
9858_7.txt;0;0;1;1;232;0.0;0.0;0.0
2540_8.txt;15;3;2;20;338;0.04;0.01;0.01
1408_7.txt;15;0;1;16;284;0.05;0.0;0.0
310_7.txt;58;6;1;65;849;0.07;0.01;0.0
11777_9.txt;2;0;0;2;125;0.02;0.0;0.0
9562_8.txt;13;5;0;18;601;0.02;0.01;0.0
2701_9.txt;22;1;1;24;802;0.03;0.0;0.0
932_10.txt;5;0;0;5;304;0.02;0.0;0.0
1937_10.txt;0;2;5;7;447;0.0;0.0;0.01
4360_10.txt;4;1;0;5;153;0.03;0.01;0.0
11290_10.txt;41;9;8;58;944;0.04;0.01;0.01
74_8.txt;27;0;0;27;533;0.05;0.0;0.0
9140_10.txt;2;0;1;3;163;0.01;0.0;0.01
7134_10.txt;2;1;0;3;111;0.02;0.01;0.0
8145_10.txt;2;0;0;2;94;0.02;0.0;0.0
825_10.txt;7;0;3;10;482;0.01;0.0;0.01
10732_8.txt;0;0;1;1;157;0.0;0.0;0.01
9889_9.txt;11;7;1;19;349;0.03;0.02;0.0
565_10.txt;50;3;0;53;729;0.07;0.0;0.0
1040_10.txt;8;3;0;11;135;0.06;0.02;0.0
5880_10.txt;11;5;0;16;171;0.06;0.03;0.0
6134_7.txt;0;0;1;1;165;0.0;0.0;0.01
12402_7.txt;0;0;1;1;214;0.0;0.0;0.0
5517_9.txt;5;0;3;8;192;0.03;0.0;0.02
12023_9.txt;2;2;0;4;260;0.01;0.01;0.0
5442_8.txt;11;1;2;14;186;0.06;0.01;0.01
5821_7.txt;8;0;0;8;246;0.03;0.0;0.0
8800_10.txt;6;6;1;13;386;0.02;0.02;0.0
12249_8.txt;9;1;1;11;148;0.06;0.01;0.01
5156_9.txt;41;1;6;48;619;0.07;0.0;0.01
6941_9.txt;33;5;2;40;485;0.07;0.01;0.0
2885_9.txt;9;0;0;9;189;0.05;0.0;0.0
8453_10.txt;2;4;1;7;377;0.01;0.01;0.0
12017_7.txt;27;0;0;27;356;0.08;0.0;0.0
4541_10.txt;0;0;0;0;94;0.0;0.0;0.0
11602_8.txt;13;1;0;14;363;0.04;0.0;0.0
7914_10.txt;0;0;0;0;122;0.0;0.0;0.0
3418_10.txt;0;0;0;0;129;0.0;0.0;0.0
5206_7.txt;0;0;0;0;165;0.0;0.0;0.0
5501_10.txt;2;2;0;4;114;0.02;0.02;0.0
1182_8.txt;0;0;0;0;53;0.0;0.0;0.0
6290_7.txt;4;0;2;6;147;0.03;0.0;0.01
11879_10.txt;4;0;0;4;130;0.03;0.0;0.0
1235_10.txt;9;1;0;10;149;0.06;0.01;0.0
8379_10.txt;0;0;0;0;176;0.0;0.0;0.0
9248_9.txt;21;1;1;23;335;0.06;0.0;0.0
4465_7.txt;29;2;1;32;301;0.1;0.01;0.0
1033_10.txt;11;2;0;13;377;0.03;0.01;0.0
1158_9.txt;48;1;0;49;545;0.09;0.0;0.0
10587_8.txt;1;0;1;2;90;0.01;0.0;0.01
6300_8.txt;0;0;0;0;68;0.0;0.0;0.0
8847_9.txt;3;1;0;4;167;0.02;0.01;0.0
5447_10.txt;15;0;5;20;403;0.04;0.0;0.01
7814_10.txt;0;0;0;0;42;0.0;0.0;0.0
945_10.txt;20;6;0;26;616;0.03;0.01;0.0
3928_7.txt;6;0;1;7;295;0.02;0.0;0.0
9015_8.txt;21;1;0;22;269;0.08;0.0;0.0
10572_8.txt;11;0;5;16;363;0.03;0.0;0.01
3819_8.txt;2;1;0;3;137;0.01;0.01;0.0
9763_8.txt;9;0;0;9;169;0.05;0.0;0.0
8002_7.txt;1;5;3;9;144;0.01;0.03;0.02
11986_8.txt;14;1;0;15;233;0.06;0.0;0.0
5417_10.txt;0;0;0;0;44;0.0;0.0;0.0
10022_7.txt;3;1;0;4;117;0.03;0.01;0.0
5548_7.txt;11;0;0;11;168;0.07;0.0;0.0
5937_9.txt;15;0;1;16;347;0.04;0.0;0.0
11753_10.txt;1;4;0;5;151;0.01;0.03;0.0
1139_8.txt;17;0;0;17;263;0.06;0.0;0.0
9176_10.txt;7;0;2;9;288;0.02;0.0;0.01
9928_7.txt;18;2;0;20;638;0.03;0.0;0.0
4571_9.txt;9;0;0;9;122;0.07;0.0;0.0
4176_10.txt;0;1;0;1;52;0.0;0.02;0.0
2981_10.txt;13;13;5;31;348;0.04;0.04;0.01
5333_10.txt;2;0;0;2;265;0.01;0.0;0.0
7427_9.txt;2;0;0;2;234;0.01;0.0;0.0
11793_8.txt;9;0;10;19;429;0.02;0.0;0.02
1955_9.txt;5;0;0;5;146;0.03;0.0;0.0
11134_9.txt;70;8;3;81;953;0.07;0.01;0.0
1463_10.txt;2;10;0;12;235;0.01;0.04;0.0
2918_9.txt;9;0;2;11;171;0.05;0.0;0.01
8306_10.txt;5;0;0;5;124;0.04;0.0;0.0
9692_10.txt;0;0;0;0;74;0.0;0.0;0.0
7175_10.txt;0;0;0;0;53;0.0;0.0;0.0
11725_10.txt;4;0;0;4;180;0.02;0.0;0.0
5057_10.txt;0;0;0;0;85;0.0;0.0;0.0
8779_8.txt;34;1;0;35;450;0.08;0.0;0.0
6235_8.txt;16;0;1;17;283;0.06;0.0;0.0
12131_7.txt;30;0;5;35;265;0.11;0.0;0.02
4224_10.txt;16;0;0;16;149;0.11;0.0;0.0
1145_8.txt;48;3;0;51;438;0.11;0.01;0.0
7964_10.txt;2;0;0;2;106;0.02;0.0;0.0
6277_7.txt;0;0;0;0;71;0.0;0.0;0.0
5196_9.txt;7;0;0;7;151;0.05;0.0;0.0
4661_10.txt;9;0;0;9;369;0.02;0.0;0.0
3040_8.txt;16;6;5;27;449;0.04;0.01;0.01
2329_10.txt;9;0;0;9;171;0.05;0.0;0.0
10529_10.txt;11;2;0;13;131;0.08;0.02;0.0
5003_10.txt;0;0;0;0;159;0.0;0.0;0.0
1041_9.txt;66;21;9;96;713;0.09;0.03;0.01
832_8.txt;14;0;0;14;222;0.06;0.0;0.0
6651_10.txt;13;2;0;15;246;0.05;0.01;0.0
5556_10.txt;7;0;0;7;61;0.11;0.0;0.0
6211_8.txt;3;4;1;8;199;0.02;0.02;0.01
6344_7.txt;8;0;0;8;120;0.07;0.0;0.0
4198_7.txt;21;0;1;22;269;0.08;0.0;0.0
11121_10.txt;6;0;3;9;205;0.03;0.0;0.01
900_10.txt;10;0;0;10;144;0.07;0.0;0.0
12011_10.txt;5;0;0;5;214;0.02;0.0;0.0
3832_8.txt;11;1;1;13;184;0.06;0.01;0.01
6742_8.txt;18;0;0;18;173;0.1;0.0;0.0
8826_9.txt;0;0;0;0;194;0.0;0.0;0.0
2952_8.txt;9;3;0;12;148;0.06;0.02;0.0
4243_8.txt;13;1;0;14;401;0.03;0.0;0.0
6646_10.txt;12;6;0;18;308;0.04;0.02;0.0
8004_9.txt;29;27;2;58;1101;0.03;0.02;0.0
1712_9.txt;4;0;2;6;136;0.03;0.0;0.01
10817_10.txt;2;0;0;2;93;0.02;0.0;0.0
6602_7.txt;13;11;0;24;475;0.03;0.02;0.0
9556_10.txt;2;0;0;2;192;0.01;0.0;0.0
6813_10.txt;24;0;0;24;699;0.03;0.0;0.0
3072_8.txt;16;0;0;16;130;0.12;0.0;0.0
8014_7.txt;0;4;0;4;74;0.0;0.05;0.0
6903_9.txt;5;0;0;5;82;0.06;0.0;0.0
8687_9.txt;12;1;1;14;254;0.05;0.0;0.0
11714_10.txt;8;2;5;15;343;0.02;0.01;0.01
4925_7.txt;8;4;1;13;349;0.02;0.01;0.0
6765_9.txt;42;4;4;50;852;0.05;0.0;0.0
11711_10.txt;6;0;2;8;240;0.03;0.0;0.01
7661_10.txt;6;0;0;6;176;0.03;0.0;0.0
4240_9.txt;6;0;0;6;55;0.11;0.0;0.0
9111_10.txt;4;2;0;6;124;0.03;0.02;0.0
11679_7.txt;0;0;0;0;102;0.0;0.0;0.0
3685_8.txt;4;1;0;5;146;0.03;0.01;0.0
10548_7.txt;27;1;0;28;899;0.03;0.0;0.0
6780_10.txt;4;2;0;6;245;0.02;0.01;0.0
11700_10.txt;0;0;0;0;163;0.0;0.0;0.0
1189_9.txt;26;2;3;31;401;0.06;0.0;0.01
8670_8.txt;58;10;8;76;1060;0.05;0.01;0.01
5591_8.txt;2;2;0;4;154;0.01;0.01;0.0
1435_8.txt;2;0;2;4;132;0.02;0.0;0.02
11891_9.txt;1;0;0;1;152;0.01;0.0;0.0
9463_10.txt;15;0;0;15;469;0.03;0.0;0.0
3887_10.txt;2;3;0;5;91;0.02;0.03;0.0
2065_7.txt;9;10;0;19;251;0.04;0.04;0.0
9855_7.txt;0;0;3;3;138;0.0;0.0;0.02
3927_9.txt;14;2;3;19;194;0.07;0.01;0.02
5407_7.txt;2;0;0;2;247;0.01;0.0;0.0
9670_9.txt;2;5;0;7;186;0.01;0.03;0.0
11002_8.txt;22;1;8;31;478;0.05;0.0;0.02
3236_7.txt;0;2;0;2;152;0.0;0.01;0.0
714_10.txt;0;0;5;5;101;0.0;0.0;0.05
6386_10.txt;10;1;9;20;1050;0.01;0.0;0.01
9647_10.txt;0;0;0;0;118;0.0;0.0;0.0
8109_10.txt;14;1;0;15;148;0.09;0.01;0.0
10038_10.txt;4;0;0;4;601;0.01;0.0;0.0
954_10.txt;56;0;4;60;633;0.09;0.0;0.01
5758_10.txt;11;1;0;12;160;0.07;0.01;0.0
695_10.txt;2;0;0;2;168;0.01;0.0;0.0
8735_8.txt;17;8;5;30;1127;0.02;0.01;0.0
5313_7.txt;3;0;0;3;169;0.02;0.0;0.0
10699_9.txt;6;0;0;6;410;0.01;0.0;0.0
2928_10.txt;5;0;0;5;146;0.03;0.0;0.0
1197_10.txt;0;0;0;0;150;0.0;0.0;0.0
10600_9.txt;4;6;0;10;192;0.02;0.03;0.0
7025_8.txt;14;0;2;16;193;0.07;0.0;0.01
9388_8.txt;17;6;1;24;257;0.07;0.02;0.0
4597_8.txt;8;0;4;12;308;0.03;0.0;0.01
4253_10.txt;0;0;0;0;172;0.0;0.0;0.0
6886_8.txt;11;0;0;11;260;0.04;0.0;0.0
1434_10.txt;1;0;0;1;28;0.04;0.0;0.0
3852_8.txt;28;1;0;29;771;0.04;0.0;0.0
10383_10.txt;3;3;0;6;182;0.02;0.02;0.0
3988_7.txt;0;2;0;2;46;0.0;0.04;0.0
11385_8.txt;8;0;0;8;324;0.02;0.0;0.0
9842_7.txt;12;1;0;13;472;0.03;0.0;0.0
10950_9.txt;9;0;7;16;395;0.02;0.0;0.02
11697_10.txt;0;0;0;0;79;0.0;0.0;0.0
4941_10.txt;0;2;0;2;155;0.0;0.01;0.0
661_9.txt;19;0;4;23;221;0.09;0.0;0.02
711_10.txt;33;2;8;43;277;0.12;0.01;0.03
6471_10.txt;4;0;1;5;98;0.04;0.0;0.01
11954_9.txt;10;1;0;11;210;0.05;0.0;0.0
4280_10.txt;0;1;0;1;123;0.0;0.01;0.0
6369_10.txt;0;0;2;2;99;0.0;0.0;0.02
11091_8.txt;47;2;2;51;868;0.05;0.0;0.0
7110_8.txt;5;2;0;7;190;0.03;0.01;0.0
631_10.txt;2;0;0;2;112;0.02;0.0;0.0
2121_10.txt;12;0;0;12;155;0.08;0.0;0.0
3286_10.txt;2;1;0;3;101;0.02;0.01;0.0
12099_9.txt;23;4;0;27;538;0.04;0.01;0.0
10570_8.txt;42;7;4;53;931;0.05;0.01;0.0
12193_10.txt;0;3;0;3;53;0.0;0.06;0.0
9734_7.txt;21;1;1;23;309;0.07;0.0;0.0
502_10.txt;2;1;3;6;232;0.01;0.0;0.01
8840_10.txt;7;1;0;8;227;0.03;0.0;0.0
1646_9.txt;0;0;0;0;57;0.0;0.0;0.0
5828_9.txt;0;0;0;0;152;0.0;0.0;0.0
5298_8.txt;4;0;0;4;79;0.05;0.0;0.0
12091_8.txt;31;1;0;32;338;0.09;0.0;0.0
6123_7.txt;6;0;1;7;267;0.02;0.0;0.0
8228_8.txt;14;1;3;18;177;0.08;0.01;0.02
2747_9.txt;37;8;0;45;538;0.07;0.01;0.0
3443_9.txt;8;0;0;8;312;0.03;0.0;0.0
3423_7.txt;0;1;0;1;181;0.0;0.01;0.0
11464_10.txt;3;1;0;4;188;0.02;0.01;0.0
11724_8.txt;8;1;0;9;194;0.04;0.01;0.0
7301_7.txt;11;0;0;11;321;0.03;0.0;0.0
4071_10.txt;0;0;0;0;159;0.0;0.0;0.0
2010_8.txt;9;0;0;9;99;0.09;0.0;0.0
11260_7.txt;0;0;0;0;70;0.0;0.0;0.0
19_10.txt;5;1;0;6;215;0.02;0.0;0.0
8072_10.txt;2;0;3;5;82;0.02;0.0;0.04
11722_8.txt;3;0;0;3;142;0.02;0.0;0.0
3796_8.txt;5;0;0;5;155;0.03;0.0;0.0
776_7.txt;0;0;0;0;191;0.0;0.0;0.0
3637_10.txt;6;0;0;6;177;0.03;0.0;0.0
7719_9.txt;6;1;2;9;380;0.02;0.0;0.01
7896_10.txt;2;0;0;2;72;0.03;0.0;0.0
9618_8.txt;8;0;0;8;171;0.05;0.0;0.0
11349_10.txt;0;1;0;1;99;0.0;0.01;0.0
8846_9.txt;3;0;0;3;154;0.02;0.0;0.0
9400_8.txt;24;8;4;36;318;0.08;0.03;0.01
9099_10.txt;1;1;0;2;47;0.02;0.02;0.0
7151_10.txt;0;0;0;0;218;0.0;0.0;0.0
10876_7.txt;2;2;0;4;196;0.01;0.01;0.0
5896_10.txt;8;0;0;8;133;0.06;0.0;0.0
6149_7.txt;8;0;1;9;242;0.03;0.0;0.0
11955_7.txt;12;0;0;12;251;0.05;0.0;0.0
3229_7.txt;34;0;1;35;587;0.06;0.0;0.0
4467_7.txt;17;2;0;19;142;0.12;0.01;0.0
6498_10.txt;1;0;0;1;60;0.02;0.0;0.0
1932_10.txt;4;0;0;4;196;0.02;0.0;0.0
1811_10.txt;78;3;9;90;705;0.11;0.0;0.01
5995_10.txt;3;1;0;4;410;0.01;0.0;0.0
9774_8.txt;0;0;0;0;113;0.0;0.0;0.0
9468_7.txt;14;0;0;14;226;0.06;0.0;0.0
10522_7.txt;8;0;0;8;212;0.04;0.0;0.0
4078_10.txt;2;1;0;3;214;0.01;0.0;0.0
2806_10.txt;4;0;0;4;265;0.02;0.0;0.0
7707_9.txt;20;2;0;22;406;0.05;0.0;0.0
10574_10.txt;4;0;2;6;81;0.05;0.0;0.02
1798_9.txt;18;1;0;19;232;0.08;0.0;0.0
3548_8.txt;24;1;0;25;189;0.13;0.01;0.0
3331_8.txt;50;4;5;59;800;0.06;0.01;0.01
218_9.txt;28;2;13;43;363;0.08;0.01;0.04
8960_10.txt;5;0;0;5;160;0.03;0.0;0.0
4687_8.txt;9;0;0;9;263;0.03;0.0;0.0
7169_8.txt;1;0;0;1;177;0.01;0.0;0.0
4870_10.txt;1;0;0;1;87;0.01;0.0;0.0
3668_7.txt;16;0;0;16;150;0.11;0.0;0.0
11019_10.txt;2;0;0;2;71;0.03;0.0;0.0
10833_10.txt;0;0;0;0;204;0.0;0.0;0.0
5299_8.txt;4;0;0;4;106;0.04;0.0;0.0
4548_7.txt;8;1;1;10;220;0.04;0.0;0.0
2947_10.txt;2;0;0;2;175;0.01;0.0;0.0
4472_10.txt;11;0;0;11;102;0.11;0.0;0.0
3820_8.txt;1;6;0;7;255;0.0;0.02;0.0
3059_8.txt;35;0;4;39;520;0.07;0.0;0.01
8485_8.txt;5;0;0;5;67;0.07;0.0;0.0
3061_10.txt;9;0;6;15;296;0.03;0.0;0.02
11272_10.txt;36;2;0;38;852;0.04;0.0;0.0
1722_7.txt;44;0;6;50;1080;0.04;0.0;0.01
8209_8.txt;33;4;0;37;864;0.04;0.0;0.0
507_10.txt;60;0;7;67;1100;0.05;0.0;0.01
11003_10.txt;4;2;6;12;426;0.01;0.0;0.01
8317_8.txt;29;6;3;38;552;0.05;0.01;0.01
10737_10.txt;0;0;0;0;92;0.0;0.0;0.0
7442_7.txt;6;0;0;6;185;0.03;0.0;0.0
2703_9.txt;4;0;0;4;167;0.02;0.0;0.0
7645_7.txt;11;1;0;12;158;0.07;0.01;0.0
7125_10.txt;13;0;0;13;161;0.08;0.0;0.0
5077_9.txt;2;0;0;2;142;0.01;0.0;0.0
7153_8.txt;2;0;0;2;275;0.01;0.0;0.0
12398_8.txt;0;0;0;0;154;0.0;0.0;0.0
2570_10.txt;9;1;0;10;156;0.06;0.01;0.0
3986_10.txt;0;0;0;0;145;0.0;0.0;0.0
9321_8.txt;4;0;0;4;118;0.03;0.0;0.0
11681_9.txt;6;0;0;6;129;0.05;0.0;0.0
7515_8.txt;24;1;0;25;466;0.05;0.0;0.0
1053_8.txt;0;3;0;3;222;0.0;0.01;0.0
3306_8.txt;13;4;0;17;450;0.03;0.01;0.0
10807_9.txt;3;0;0;3;191;0.02;0.0;0.0
2599_10.txt;7;2;3;12;260;0.03;0.01;0.01
5619_9.txt;6;0;0;6;389;0.02;0.0;0.0
6503_10.txt;4;5;3;12;419;0.01;0.01;0.01
7765_7.txt;28;2;3;33;161;0.17;0.01;0.02
5914_8.txt;10;1;3;14;315;0.03;0.0;0.01
9396_9.txt;16;0;1;17;276;0.06;0.0;0.0
2146_9.txt;11;9;0;20;523;0.02;0.02;0.0
2381_9.txt;12;1;0;13;185;0.06;0.01;0.0
5032_10.txt;17;0;1;18;813;0.02;0.0;0.0
8444_10.txt;2;1;5;8;545;0.0;0.0;0.01
6184_7.txt;20;3;3;26;269;0.07;0.01;0.01
28_10.txt;12;1;6;19;397;0.03;0.0;0.02
944_10.txt;42;1;1;44;955;0.04;0.0;0.0
11626_9.txt;14;0;0;14;236;0.06;0.0;0.0
8696_10.txt;4;0;0;4;145;0.03;0.0;0.0
12225_7.txt;6;0;0;6;162;0.04;0.0;0.0
10180_7.txt;7;1;0;8;303;0.02;0.0;0.0
7921_10.txt;2;0;3;5;163;0.01;0.0;0.02
1354_9.txt;19;13;3;35;837;0.02;0.02;0.0
8629_9.txt;9;2;1;12;576;0.02;0.0;0.0
9745_7.txt;7;0;0;7;150;0.05;0.0;0.0
9249_9.txt;10;0;0;10;239;0.04;0.0;0.0
2692_8.txt;5;3;0;8;305;0.02;0.01;0.0
12248_7.txt;39;7;2;48;583;0.07;0.01;0.0
3579_8.txt;15;2;2;19;564;0.03;0.0;0.0
4808_8.txt;26;4;4;34;298;0.09;0.01;0.01
10528_10.txt;18;0;0;18;360;0.05;0.0;0.0
5855_9.txt;0;0;3;3;156;0.0;0.0;0.02
10917_8.txt;2;0;0;2;194;0.01;0.0;0.0
9893_7.txt;12;0;0;12;252;0.05;0.0;0.0
11909_7.txt;11;1;0;12;217;0.05;0.0;0.0
5652_10.txt;0;2;3;5;138;0.0;0.01;0.02
12416_10.txt;6;1;0;7;61;0.1;0.02;0.0
7180_9.txt;5;4;0;9;313;0.02;0.01;0.0
11987_7.txt;5;1;2;8;327;0.02;0.0;0.01
5295_8.txt;8;0;2;10;112;0.07;0.0;0.02
6853_10.txt;18;0;0;18;151;0.12;0.0;0.0
7168_10.txt;4;0;0;4;497;0.01;0.0;0.0
614_10.txt;47;5;4;56;958;0.05;0.01;0.0
9052_8.txt;6;2;0;8;237;0.03;0.01;0.0
1803_10.txt;15;2;7;24;640;0.02;0.0;0.01
2334_9.txt;3;0;0;3;135;0.02;0.0;0.0
326_10.txt;7;1;0;8;337;0.02;0.0;0.0
9636_7.txt;15;0;0;15;367;0.04;0.0;0.0
