name;number of persons;number of locations;number of organisations;number of named entities;number of words;relative number of Persons;relative number of locations;relative number of organisations
10729_1.txt;0;0;0;0;280;0.0;0.0;0.0
6393_4.txt;2;1;0;3;393;0.01;0.0;0.0
8647_1.txt;1;0;0;1;149;0.01;0.0;0.0
5078_2.txt;9;1;0;10;149;0.06;0.01;0.0
1922_3.txt;0;0;0;0;134;0.0;0.0;0.0
396_3.txt;0;0;0;0;220;0.0;0.0;0.0
11211_1.txt;0;0;0;0;161;0.0;0.0;0.0
6634_2.txt;3;0;0;3;171;0.02;0.0;0.0
7979_1.txt;3;0;0;3;95;0.03;0.0;0.0
4162_1.txt;2;0;0;2;201;0.01;0.0;0.0
2186_1.txt;0;0;0;0;181;0.0;0.0;0.0
10676_3.txt;2;0;0;2;210;0.01;0.0;0.0
7819_1.txt;8;0;0;8;336;0.02;0.0;0.0
12104_1.txt;8;4;3;15;318;0.03;0.01;0.01
6694_1.txt;1;0;0;1;75;0.01;0.0;0.0
4577_1.txt;8;0;2;10;485;0.02;0.0;0.0
7214_1.txt;42;0;0;42;804;0.05;0.0;0.0
8183_4.txt;7;0;1;8;174;0.04;0.0;0.01
7651_1.txt;32;1;0;33;993;0.03;0.0;0.0
9380_4.txt;3;0;0;3;126;0.02;0.0;0.0
624_2.txt;7;0;0;7;240;0.03;0.0;0.0
4203_2.txt;15;0;0;15;287;0.05;0.0;0.0
7349_1.txt;7;1;0;8;231;0.03;0.0;0.0
11233_2.txt;0;0;0;0;145;0.0;0.0;0.0
10076_4.txt;30;2;0;32;326;0.09;0.01;0.0
4531_4.txt;18;0;0;18;207;0.09;0.0;0.0
956_1.txt;2;0;0;2;154;0.01;0.0;0.0
4870_4.txt;1;0;0;1;114;0.01;0.0;0.0
3294_3.txt;29;4;0;33;537;0.05;0.01;0.0
391_4.txt;4;0;2;6;393;0.01;0.0;0.01
1227_4.txt;2;0;0;2;264;0.01;0.0;0.0
10672_1.txt;4;0;0;4;134;0.03;0.0;0.0
4503_3.txt;6;1;0;7;294;0.02;0.0;0.0
7329_3.txt;9;0;0;9;264;0.03;0.0;0.0
10047_1.txt;0;0;0;0;195;0.0;0.0;0.0
2540_2.txt;0;4;0;4;214;0.0;0.02;0.0
35_3.txt;47;2;9;58;955;0.05;0.0;0.01
5125_1.txt;5;0;0;5;331;0.02;0.0;0.0
4615_1.txt;0;0;0;0;167;0.0;0.0;0.0
5294_4.txt;5;0;0;5;59;0.08;0.0;0.0
9942_1.txt;0;0;0;0;120;0.0;0.0;0.0
7528_2.txt;14;0;0;14;166;0.08;0.0;0.0
12233_1.txt;7;2;0;9;439;0.02;0.0;0.0
9579_4.txt;10;0;0;10;304;0.03;0.0;0.0
6387_3.txt;2;0;0;2;252;0.01;0.0;0.0
8084_4.txt;22;0;1;23;1009;0.02;0.0;0.0
10025_1.txt;23;2;0;25;545;0.04;0.0;0.0
11341_4.txt;10;0;0;10;329;0.03;0.0;0.0
3605_1.txt;0;0;0;0;114;0.0;0.0;0.0
1331_1.txt;4;0;0;4;85;0.05;0.0;0.0
3311_4.txt;8;0;0;8;324;0.02;0.0;0.0
8905_4.txt;23;0;0;23;476;0.05;0.0;0.0
5255_4.txt;0;0;0;0;147;0.0;0.0;0.0
4512_1.txt;1;2;0;3;144;0.01;0.01;0.0
7629_3.txt;1;0;0;1;153;0.01;0.0;0.0
4590_1.txt;0;2;4;6;142;0.0;0.01;0.03
860_1.txt;36;2;4;42;899;0.04;0.0;0.0
4559_1.txt;2;0;5;7;180;0.01;0.0;0.03
12451_2.txt;0;0;0;0;134;0.0;0.0;0.0
7792_1.txt;0;0;0;0;31;0.0;0.0;0.0
10022_4.txt;45;5;2;52;953;0.05;0.01;0.0
8101_1.txt;8;0;0;8;167;0.05;0.0;0.0
6734_4.txt;2;0;0;2;215;0.01;0.0;0.0
8866_1.txt;8;0;0;8;276;0.03;0.0;0.0
2434_4.txt;4;0;0;4;108;0.04;0.0;0.0
7910_2.txt;2;4;1;7;220;0.01;0.02;0.0
11478_4.txt;0;0;0;0;205;0.0;0.0;0.0
5631_2.txt;4;0;0;4;166;0.02;0.0;0.0
4236_3.txt;6;0;2;8;373;0.02;0.0;0.01
1512_2.txt;4;0;0;4;268;0.01;0.0;0.0
1933_4.txt;5;2;4;11;396;0.01;0.01;0.01
3928_3.txt;48;0;2;50;579;0.08;0.0;0.0
7352_3.txt;1;0;0;1;94;0.01;0.0;0.0
397_3.txt;11;0;0;11;608;0.02;0.0;0.0
6889_1.txt;8;0;0;8;143;0.06;0.0;0.0
10949_1.txt;0;0;0;0;129;0.0;0.0;0.0
10574_1.txt;3;0;0;3;213;0.01;0.0;0.0
1080_2.txt;5;0;0;5;151;0.03;0.0;0.0
6022_1.txt;0;1;0;1;118;0.0;0.01;0.0
11741_3.txt;8;0;0;8;169;0.05;0.0;0.0
6018_1.txt;0;0;0;0;79;0.0;0.0;0.0
9817_2.txt;0;0;0;0;137;0.0;0.0;0.0
11225_3.txt;26;1;3;30;265;0.1;0.0;0.01
1911_3.txt;2;0;0;2;115;0.02;0.0;0.0
9486_4.txt;17;3;0;20;612;0.03;0.0;0.0
8147_4.txt;2;0;0;2;135;0.01;0.0;0.0
6797_1.txt;0;1;0;1;134;0.0;0.01;0.0
11157_3.txt;15;1;0;16;500;0.03;0.0;0.0
217_3.txt;0;0;2;2;165;0.0;0.0;0.01
8402_4.txt;20;1;0;21;171;0.12;0.01;0.0
200_1.txt;2;0;1;3;168;0.01;0.0;0.01
249_3.txt;8;0;0;8;172;0.05;0.0;0.0
9111_1.txt;25;2;0;27;569;0.04;0.0;0.0
10960_1.txt;4;0;1;5;158;0.03;0.0;0.01
6894_2.txt;0;0;0;0;214;0.0;0.0;0.0
4788_3.txt;15;0;0;15;252;0.06;0.0;0.0
1736_3.txt;7;0;0;7;144;0.05;0.0;0.0
10305_4.txt;2;0;0;2;224;0.01;0.0;0.0
5887_3.txt;19;1;0;20;151;0.13;0.01;0.0
2566_1.txt;4;0;1;5;161;0.02;0.0;0.01
1240_1.txt;2;0;1;3;94;0.02;0.0;0.01
11392_1.txt;2;4;2;8;294;0.01;0.01;0.01
9254_4.txt;5;1;0;6;431;0.01;0.0;0.0
11346_2.txt;3;1;2;6;69;0.04;0.01;0.03
10536_4.txt;24;1;0;25;298;0.08;0.0;0.0
4032_4.txt;1;0;2;3;159;0.01;0.0;0.01
3327_3.txt;8;0;2;10;188;0.04;0.0;0.01
3623_3.txt;18;0;0;18;327;0.06;0.0;0.0
4479_1.txt;0;0;1;1;221;0.0;0.0;0.0
1761_1.txt;2;1;0;3;330;0.01;0.0;0.0
7064_2.txt;7;0;4;11;399;0.02;0.0;0.01
6727_4.txt;32;0;3;35;628;0.05;0.0;0.0
4770_2.txt;0;0;0;0;166;0.0;0.0;0.0
8010_1.txt;0;0;0;0;132;0.0;0.0;0.0
6827_4.txt;12;0;0;12;145;0.08;0.0;0.0
12135_1.txt;0;0;0;0;150;0.0;0.0;0.0
12093_3.txt;4;0;0;4;184;0.02;0.0;0.0
1070_1.txt;21;0;0;21;203;0.1;0.0;0.0
1763_1.txt;2;1;1;4;157;0.01;0.01;0.01
8135_2.txt;0;0;0;0;73;0.0;0.0;0.0
2163_4.txt;23;0;2;25;337;0.07;0.0;0.01
2518_4.txt;0;0;0;0;206;0.0;0.0;0.0
3766_3.txt;1;0;1;2;144;0.01;0.0;0.01
11060_1.txt;2;1;0;3;83;0.02;0.01;0.0
1793_4.txt;0;0;0;0;220;0.0;0.0;0.0
7144_2.txt;2;0;0;2;190;0.01;0.0;0.0
12180_3.txt;4;0;0;4;332;0.01;0.0;0.0
10671_1.txt;0;0;0;0;147;0.0;0.0;0.0
374_2.txt;24;1;3;28;896;0.03;0.0;0.0
10698_4.txt;29;0;0;29;431;0.07;0.0;0.0
7418_1.txt;4;0;0;4;162;0.02;0.0;0.0
6898_1.txt;0;0;0;0;173;0.0;0.0;0.0
10321_2.txt;0;0;5;5;214;0.0;0.0;0.02
672_1.txt;3;0;0;3;518;0.01;0.0;0.0
10090_1.txt;0;0;0;0;184;0.0;0.0;0.0
487_4.txt;1;2;0;3;134;0.01;0.01;0.0
8956_1.txt;0;0;0;0;142;0.0;0.0;0.0
505_2.txt;0;0;0;0;303;0.0;0.0;0.0
1685_1.txt;0;0;0;0;207;0.0;0.0;0.0
11647_2.txt;16;2;2;20;158;0.1;0.01;0.01
3063_3.txt;6;1;0;7;161;0.04;0.01;0.0
5708_1.txt;4;3;0;7;205;0.02;0.01;0.0
7693_4.txt;4;0;0;4;620;0.01;0.0;0.0
5121_2.txt;2;0;0;2;135;0.01;0.0;0.0
11674_2.txt;2;3;3;8;596;0.0;0.01;0.01
11311_4.txt;10;1;0;11;199;0.05;0.01;0.0
4103_2.txt;0;0;6;6;165;0.0;0.0;0.04
10124_1.txt;2;0;0;2;158;0.01;0.0;0.0
7460_1.txt;5;0;0;5;78;0.06;0.0;0.0
7125_3.txt;26;0;2;28;362;0.07;0.0;0.01
12048_1.txt;3;0;0;3;102;0.03;0.0;0.0
11051_1.txt;5;2;0;7;273;0.02;0.01;0.0
10139_4.txt;10;0;0;10;249;0.04;0.0;0.0
11511_1.txt;4;1;0;5;219;0.02;0.0;0.0
6434_3.txt;5;1;1;7;315;0.02;0.0;0.0
5318_2.txt;0;0;0;0;92;0.0;0.0;0.0
2651_4.txt;1;0;0;1;121;0.01;0.0;0.0
5921_4.txt;18;3;0;21;214;0.08;0.01;0.0
6097_1.txt;2;0;0;2;221;0.01;0.0;0.0
6438_1.txt;3;0;0;3;256;0.01;0.0;0.0
9120_1.txt;2;0;0;2;35;0.06;0.0;0.0
10240_1.txt;1;1;0;2;514;0.0;0.0;0.0
5897_1.txt;4;1;0;5;172;0.02;0.01;0.0
2514_3.txt;4;0;0;4;172;0.02;0.0;0.0
2444_1.txt;4;0;0;4;164;0.02;0.0;0.0
7666_2.txt;21;3;0;24;1150;0.02;0.0;0.0
10117_1.txt;0;0;0;0;212;0.0;0.0;0.0
7710_4.txt;0;0;0;0;137;0.0;0.0;0.0
5603_1.txt;0;0;0;0;59;0.0;0.0;0.0
9238_4.txt;9;0;0;9;197;0.05;0.0;0.0
7338_3.txt;3;0;0;3;180;0.02;0.0;0.0
6823_1.txt;5;1;5;11;242;0.02;0.0;0.02
6530_4.txt;12;3;0;15;152;0.08;0.02;0.0
28_2.txt;2;1;0;3;150;0.01;0.01;0.0
10514_3.txt;5;0;0;5;213;0.02;0.0;0.0
11648_2.txt;8;0;2;10;236;0.03;0.0;0.01
8432_1.txt;7;1;0;8;254;0.03;0.0;0.0
3896_1.txt;7;2;0;9;266;0.03;0.01;0.0
3615_2.txt;2;0;0;2;210;0.01;0.0;0.0
7477_4.txt;3;2;0;5;77;0.04;0.03;0.0
8670_3.txt;40;1;0;41;935;0.04;0.0;0.0
2297_4.txt;3;0;0;3;174;0.02;0.0;0.0
4535_1.txt;0;2;0;2;144;0.0;0.01;0.0
7187_4.txt;0;0;0;0;158;0.0;0.0;0.0
9320_1.txt;1;0;1;2;159;0.01;0.0;0.01
10819_3.txt;14;1;1;16;205;0.07;0.0;0.0
6892_2.txt;19;0;0;19;253;0.08;0.0;0.0
10530_4.txt;21;2;0;23;224;0.09;0.01;0.0
8534_3.txt;0;0;2;2;58;0.0;0.0;0.03
1363_1.txt;1;0;0;1;195;0.01;0.0;0.0
10668_3.txt;2;1;0;3;145;0.01;0.01;0.0
3534_1.txt;3;2;0;5;135;0.02;0.01;0.0
548_3.txt;1;0;0;1;499;0.0;0.0;0.0
8949_1.txt;9;0;0;9;275;0.03;0.0;0.0
9935_1.txt;12;2;3;17;354;0.03;0.01;0.01
6568_4.txt;31;3;9;43;513;0.06;0.01;0.02
6867_1.txt;3;2;0;5;239;0.01;0.01;0.0
4520_4.txt;12;0;1;13;143;0.08;0.0;0.01
5089_1.txt;6;0;0;6;153;0.04;0.0;0.0
4250_3.txt;0;0;0;0;93;0.0;0.0;0.0
9933_1.txt;54;1;3;58;706;0.08;0.0;0.0
6569_3.txt;3;0;4;7;338;0.01;0.0;0.01
605_4.txt;0;3;0;3;280;0.0;0.01;0.0
10901_1.txt;0;0;4;4;284;0.0;0.0;0.01
1895_3.txt;4;0;0;4;415;0.01;0.0;0.0
4939_1.txt;2;0;5;7;286;0.01;0.0;0.02
2328_3.txt;11;0;1;12;255;0.04;0.0;0.0
8611_3.txt;8;1;6;15;454;0.02;0.0;0.01
8430_3.txt;31;4;0;35;764;0.04;0.01;0.0
11747_2.txt;4;0;2;6;154;0.03;0.0;0.01
12208_2.txt;0;3;1;4;216;0.0;0.01;0.0
3396_3.txt;0;0;0;0;43;0.0;0.0;0.0
10575_3.txt;38;0;4;42;610;0.06;0.0;0.01
384_4.txt;4;2;0;6;185;0.02;0.01;0.0
169_1.txt;0;0;0;0;217;0.0;0.0;0.0
7915_4.txt;6;2;2;10;391;0.02;0.01;0.01
12265_1.txt;14;0;0;14;180;0.08;0.0;0.0
5096_4.txt;32;0;5;37;335;0.1;0.0;0.01
12155_1.txt;0;0;0;0;156;0.0;0.0;0.0
11260_4.txt;0;0;0;0;410;0.0;0.0;0.0
10704_4.txt;8;0;0;8;91;0.09;0.0;0.0
6085_3.txt;2;0;0;2;180;0.01;0.0;0.0
9229_2.txt;5;1;0;6;207;0.02;0.0;0.0
3729_2.txt;2;0;0;2;164;0.01;0.0;0.0
11627_1.txt;6;2;0;8;144;0.04;0.01;0.0
1797_4.txt;0;0;0;0;136;0.0;0.0;0.0
5795_4.txt;0;0;0;0;124;0.0;0.0;0.0
5059_4.txt;8;0;0;8;190;0.04;0.0;0.0
3500_1.txt;2;0;0;2;156;0.01;0.0;0.0
9594_1.txt;0;0;0;0;291;0.0;0.0;0.0
7667_1.txt;12;0;0;12;885;0.01;0.0;0.0
10467_1.txt;5;0;0;5;186;0.03;0.0;0.0
6252_1.txt;16;0;0;16;234;0.07;0.0;0.0
221_4.txt;4;0;0;4;211;0.02;0.0;0.0
4448_4.txt;11;2;0;13;339;0.03;0.01;0.0
6115_1.txt;24;6;1;31;826;0.03;0.01;0.0
3373_1.txt;2;0;0;2;93;0.02;0.0;0.0
3678_4.txt;20;1;0;21;453;0.04;0.0;0.0
7055_3.txt;7;0;20;27;387;0.02;0.0;0.05
5912_2.txt;5;0;4;9;183;0.03;0.0;0.02
4329_4.txt;8;2;3;13;309;0.03;0.01;0.01
8935_3.txt;58;4;1;63;1050;0.06;0.0;0.0
8954_4.txt;1;0;0;1;194;0.01;0.0;0.0
2555_2.txt;3;0;0;3;180;0.02;0.0;0.0
11309_3.txt;5;0;0;5;143;0.03;0.0;0.0
5702_1.txt;2;1;0;3;126;0.02;0.01;0.0
6860_2.txt;13;0;0;13;523;0.02;0.0;0.0
4471_4.txt;0;0;0;0;114;0.0;0.0;0.0
7464_3.txt;12;0;1;13;308;0.04;0.0;0.0
6811_4.txt;13;0;0;13;228;0.06;0.0;0.0
4844_2.txt;0;0;0;0;177;0.0;0.0;0.0
1809_1.txt;4;0;0;4;170;0.02;0.0;0.0
9842_1.txt;2;0;0;2;152;0.01;0.0;0.0
5474_3.txt;0;0;1;1;173;0.0;0.0;0.01
4163_3.txt;5;0;0;5;280;0.02;0.0;0.0
8965_1.txt;0;0;0;0;191;0.0;0.0;0.0
1662_1.txt;5;0;2;7;131;0.04;0.0;0.02
2618_1.txt;11;0;0;11;166;0.07;0.0;0.0
8294_1.txt;0;1;0;1;149;0.0;0.01;0.0
5329_1.txt;2;2;0;4;90;0.02;0.02;0.0
9240_4.txt;14;4;0;18;281;0.05;0.01;0.0
6841_1.txt;8;0;0;8;127;0.06;0.0;0.0
201_4.txt;2;0;1;3;139;0.01;0.0;0.01
1298_3.txt;4;0;0;4;160;0.03;0.0;0.0
11323_1.txt;0;0;2;2;147;0.0;0.0;0.01
7852_1.txt;0;0;3;3;490;0.0;0.0;0.01
6051_2.txt;5;0;0;5;172;0.03;0.0;0.0
6130_1.txt;8;4;0;12;256;0.03;0.02;0.0
7317_2.txt;18;1;0;19;378;0.05;0.0;0.0
3577_2.txt;5;1;0;6;197;0.03;0.01;0.0
3937_3.txt;8;0;0;8;270;0.03;0.0;0.0
5781_2.txt;1;2;2;5;251;0.0;0.01;0.01
12401_4.txt;8;0;0;8;144;0.06;0.0;0.0
5822_3.txt;26;2;0;28;594;0.04;0.0;0.0
2257_1.txt;20;2;2;24;884;0.02;0.0;0.0
8282_4.txt;20;2;0;22;256;0.08;0.01;0.0
1135_3.txt;9;1;0;10;291;0.03;0.0;0.0
10384_4.txt;0;0;0;0;188;0.0;0.0;0.0
12453_1.txt;5;0;0;5;108;0.05;0.0;0.0
5222_3.txt;0;0;0;0;81;0.0;0.0;0.0
7567_4.txt;2;2;0;4;230;0.01;0.01;0.0
9662_4.txt;1;0;0;1;260;0.0;0.0;0.0
6498_1.txt;5;0;0;5;161;0.03;0.0;0.0
577_3.txt;5;0;0;5;92;0.05;0.0;0.0
7559_1.txt;4;0;0;4;173;0.02;0.0;0.0
6154_4.txt;10;0;0;10;115;0.09;0.0;0.0
3023_1.txt;6;0;0;6;284;0.02;0.0;0.0
8036_2.txt;0;2;0;2;401;0.0;0.0;0.0
9583_4.txt;2;0;0;2;56;0.04;0.0;0.0
2681_3.txt;0;0;0;0;98;0.0;0.0;0.0
3408_4.txt;7;0;0;7;263;0.03;0.0;0.0
3852_2.txt;0;0;0;0;183;0.0;0.0;0.0
6923_2.txt;8;0;0;8;412;0.02;0.0;0.0
3292_1.txt;16;0;0;16;242;0.07;0.0;0.0
1294_1.txt;2;2;0;4;365;0.01;0.01;0.0
2386_2.txt;5;0;0;5;211;0.02;0.0;0.0
8356_4.txt;6;3;0;9;231;0.03;0.01;0.0
7479_3.txt;0;0;0;0;49;0.0;0.0;0.0
11239_1.txt;2;0;0;2;178;0.01;0.0;0.0
8419_1.txt;4;2;0;6;266;0.02;0.01;0.0
2749_1.txt;0;0;0;0;136;0.0;0.0;0.0
10597_2.txt;4;0;0;4;162;0.02;0.0;0.0
3409_1.txt;0;3;1;4;136;0.0;0.02;0.01
7016_4.txt;9;0;0;9;438;0.02;0.0;0.0
4881_1.txt;4;0;0;4;336;0.01;0.0;0.0
1177_1.txt;3;0;0;3;143;0.02;0.0;0.0
4566_1.txt;16;0;14;30;915;0.02;0.0;0.02
11278_1.txt;0;0;0;0;207;0.0;0.0;0.0
2375_2.txt;13;2;0;15;355;0.04;0.01;0.0
12173_1.txt;0;0;0;0;67;0.0;0.0;0.0
4349_2.txt;1;1;2;4;170;0.01;0.01;0.01
8803_4.txt;7;0;0;7;266;0.03;0.0;0.0
8185_2.txt;4;1;0;5;159;0.03;0.01;0.0
8067_1.txt;0;0;0;0;167;0.0;0.0;0.0
7302_3.txt;2;0;0;2;135;0.01;0.0;0.0
530_3.txt;5;0;0;5;181;0.03;0.0;0.0
3013_2.txt;6;3;0;9;265;0.02;0.01;0.0
3313_2.txt;2;0;0;2;153;0.01;0.0;0.0
6512_1.txt;9;0;0;9;245;0.04;0.0;0.0
436_1.txt;49;2;0;51;1140;0.04;0.0;0.0
8546_3.txt;3;0;0;3;376;0.01;0.0;0.0
294_4.txt;27;7;2;36;483;0.06;0.01;0.0
1808_3.txt;30;1;3;34;1163;0.03;0.0;0.0
327_3.txt;19;0;0;19;478;0.04;0.0;0.0
9545_4.txt;6;2;0;8;296;0.02;0.01;0.0
8362_1.txt;0;0;3;3;173;0.0;0.0;0.02
9537_1.txt;13;0;0;13;848;0.02;0.0;0.0
6315_1.txt;0;0;0;0;143;0.0;0.0;0.0
3967_2.txt;0;2;1;3;726;0.0;0.0;0.0
11252_1.txt;14;3;0;17;741;0.02;0.0;0.0
8748_4.txt;0;0;3;3;139;0.0;0.0;0.02
9115_1.txt;6;0;0;6;168;0.04;0.0;0.0
5808_4.txt;15;1;0;16;174;0.09;0.01;0.0
6850_3.txt;10;1;2;13;144;0.07;0.01;0.01
12357_1.txt;0;2;2;4;207;0.0;0.01;0.01
6478_1.txt;3;4;2;9;182;0.02;0.02;0.01
12174_4.txt;2;0;0;2;122;0.02;0.0;0.0
11175_2.txt;4;2;0;6;149;0.03;0.01;0.0
9476_4.txt;0;1;0;1;148;0.0;0.01;0.0
8157_4.txt;94;0;10;104;972;0.1;0.0;0.01
2487_1.txt;19;2;0;21;399;0.05;0.01;0.0
805_1.txt;2;1;0;3;111;0.02;0.01;0.0
10849_1.txt;4;0;0;4;276;0.01;0.0;0.0
10387_1.txt;0;0;0;0;37;0.0;0.0;0.0
2152_1.txt;2;4;0;6;479;0.0;0.01;0.0
6657_1.txt;0;0;0;0;141;0.0;0.0;0.0
11174_2.txt;8;0;0;8;146;0.05;0.0;0.0
11054_4.txt;9;2;0;11;755;0.01;0.0;0.0
10_2.txt;0;0;0;0;145;0.0;0.0;0.0
4940_1.txt;0;0;3;3;136;0.0;0.0;0.02
871_4.txt;17;0;1;18;222;0.08;0.0;0.0
4027_3.txt;2;0;0;2;133;0.02;0.0;0.0
12480_3.txt;26;0;0;26;633;0.04;0.0;0.0
7449_1.txt;7;0;0;7;144;0.05;0.0;0.0
8827_4.txt;0;1;1;2;192;0.0;0.01;0.01
6793_4.txt;13;0;0;13;143;0.09;0.0;0.0
834_4.txt;9;1;0;10;228;0.04;0.0;0.0
5352_4.txt;2;0;0;2;258;0.01;0.0;0.0
6627_2.txt;18;1;0;19;351;0.05;0.0;0.0
5514_4.txt;6;3;0;9;152;0.04;0.02;0.0
4637_4.txt;5;0;2;7;243;0.02;0.0;0.01
9931_4.txt;9;0;0;9;163;0.06;0.0;0.0
343_2.txt;10;2;0;12;284;0.04;0.01;0.0
7960_4.txt;1;0;1;2;118;0.01;0.0;0.01
3021_1.txt;17;3;0;20;484;0.04;0.01;0.0
3360_1.txt;15;0;0;15;579;0.03;0.0;0.0
4434_1.txt;15;0;1;16;303;0.05;0.0;0.0
12348_4.txt;7;0;0;7;135;0.05;0.0;0.0
10265_2.txt;0;2;2;4;150;0.0;0.01;0.01
4943_2.txt;0;0;0;0;155;0.0;0.0;0.0
12229_3.txt;2;0;0;2;144;0.01;0.0;0.0
3958_1.txt;3;0;0;3;183;0.02;0.0;0.0
3480_1.txt;8;1;0;9;175;0.05;0.01;0.0
6128_2.txt;0;1;0;1;118;0.0;0.01;0.0
9027_2.txt;1;0;0;1;141;0.01;0.0;0.0
9196_1.txt;1;0;0;1;243;0.0;0.0;0.0
990_1.txt;0;0;0;0;189;0.0;0.0;0.0
12323_4.txt;0;0;0;0;192;0.0;0.0;0.0
8639_3.txt;3;0;0;3;64;0.05;0.0;0.0
9201_4.txt;0;0;0;0;131;0.0;0.0;0.0
2719_4.txt;1;0;0;1;146;0.01;0.0;0.0
7006_4.txt;6;0;0;6;165;0.04;0.0;0.0
5569_4.txt;0;0;0;0;147;0.0;0.0;0.0
7848_4.txt;0;0;0;0;143;0.0;0.0;0.0
3430_4.txt;2;0;0;2;165;0.01;0.0;0.0
1648_1.txt;0;0;0;0;150;0.0;0.0;0.0
6750_1.txt;4;0;3;7;518;0.01;0.0;0.01
4181_4.txt;10;0;5;15;508;0.02;0.0;0.01
11873_1.txt;0;0;0;0;51;0.0;0.0;0.0
4223_4.txt;1;0;0;1;37;0.03;0.0;0.0
3460_1.txt;0;0;0;0;94;0.0;0.0;0.0
11428_1.txt;2;0;0;2;142;0.01;0.0;0.0
7998_1.txt;4;0;0;4;190;0.02;0.0;0.0
11082_1.txt;0;0;0;0;185;0.0;0.0;0.0
7949_2.txt;28;14;0;42;797;0.04;0.02;0.0
9632_1.txt;0;0;0;0;167;0.0;0.0;0.0
2811_3.txt;2;0;0;2;151;0.01;0.0;0.0
4461_2.txt;6;0;0;6;180;0.03;0.0;0.0
2418_2.txt;0;1;0;1;153;0.0;0.01;0.0
5581_4.txt;25;0;1;26;143;0.17;0.0;0.01
11756_2.txt;0;0;0;0;78;0.0;0.0;0.0
3510_4.txt;0;0;0;0;223;0.0;0.0;0.0
9765_1.txt;11;1;1;13;393;0.03;0.0;0.0
138_4.txt;0;0;0;0;109;0.0;0.0;0.0
5477_4.txt;12;2;0;14;276;0.04;0.01;0.0
10454_1.txt;1;0;1;2;508;0.0;0.0;0.0
6794_1.txt;2;0;0;2;80;0.03;0.0;0.0
12446_3.txt;1;0;0;1;65;0.02;0.0;0.0
9607_4.txt;0;0;0;0;310;0.0;0.0;0.0
954_4.txt;31;12;2;45;608;0.05;0.02;0.0
987_4.txt;15;1;2;18;624;0.02;0.0;0.0
3168_2.txt;6;0;0;6;184;0.03;0.0;0.0
12296_3.txt;10;0;21;31;688;0.01;0.0;0.03
11220_1.txt;0;0;0;0;141;0.0;0.0;0.0
10365_1.txt;0;0;0;0;227;0.0;0.0;0.0
11196_1.txt;2;0;0;2;116;0.02;0.0;0.0
3260_3.txt;3;0;0;3;147;0.02;0.0;0.0
2786_2.txt;10;12;5;27;635;0.02;0.02;0.01
11412_1.txt;0;2;0;2;394;0.0;0.01;0.0
10619_1.txt;6;0;0;6;149;0.04;0.0;0.0
615_1.txt;4;0;0;4;227;0.02;0.0;0.0
5539_3.txt;27;0;1;28;258;0.1;0.0;0.0
11661_1.txt;0;0;0;0;264;0.0;0.0;0.0
5110_3.txt;1;1;1;3;510;0.0;0.0;0.0
4252_4.txt;1;0;0;1;140;0.01;0.0;0.0
11442_1.txt;0;0;0;0;99;0.0;0.0;0.0
5594_2.txt;0;0;0;0;571;0.0;0.0;0.0
5673_1.txt;14;5;5;24;311;0.05;0.02;0.02
10666_4.txt;15;1;7;23;343;0.04;0.0;0.02
7857_2.txt;7;1;0;8;932;0.01;0.0;0.0
5986_2.txt;21;3;3;27;922;0.02;0.0;0.0
10860_4.txt;9;0;0;9;200;0.04;0.0;0.0
8352_1.txt;4;0;0;4;151;0.03;0.0;0.0
1785_2.txt;10;0;0;10;531;0.02;0.0;0.0
2524_4.txt;18;3;1;22;782;0.02;0.0;0.0
6424_3.txt;18;0;0;18;270;0.07;0.0;0.0
2558_1.txt;0;0;0;0;129;0.0;0.0;0.0
394_3.txt;30;0;0;30;830;0.04;0.0;0.0
2723_4.txt;10;1;0;11;419;0.02;0.0;0.0
9516_4.txt;11;0;0;11;187;0.06;0.0;0.0
10055_3.txt;9;1;0;10;418;0.02;0.0;0.0
4433_3.txt;0;2;0;2;211;0.0;0.01;0.0
2871_1.txt;0;0;0;0;142;0.0;0.0;0.0
2911_3.txt;8;0;0;8;104;0.08;0.0;0.0
68_2.txt;1;1;0;2;54;0.02;0.02;0.0
10100_1.txt;0;0;0;0;113;0.0;0.0;0.0
2724_1.txt;2;0;0;2;504;0.0;0.0;0.0
2536_1.txt;4;0;0;4;166;0.02;0.0;0.0
8521_3.txt;21;1;0;22;397;0.05;0.0;0.0
5707_2.txt;14;4;3;21;513;0.03;0.01;0.01
2001_1.txt;31;20;2;53;1118;0.03;0.02;0.0
11160_1.txt;0;0;0;0;182;0.0;0.0;0.0
3187_1.txt;4;0;0;4;75;0.05;0.0;0.0
7630_1.txt;8;2;0;10;142;0.06;0.01;0.0
4545_1.txt;17;1;5;23;247;0.07;0.0;0.02
8156_4.txt;16;0;0;16;135;0.12;0.0;0.0
13_2.txt;0;0;1;1;134;0.0;0.0;0.01
9321_1.txt;0;0;0;0;139;0.0;0.0;0.0
8348_2.txt;3;1;0;4;182;0.02;0.01;0.0
456_1.txt;2;0;2;4;131;0.02;0.0;0.02
5335_4.txt;10;1;2;13;218;0.05;0.0;0.01
501_2.txt;43;7;10;60;843;0.05;0.01;0.01
11049_1.txt;7;1;4;12;397;0.02;0.0;0.01
306_1.txt;2;0;0;2;26;0.08;0.0;0.0
6175_4.txt;0;0;0;0;163;0.0;0.0;0.0
4522_1.txt;2;0;0;2;181;0.01;0.0;0.0
